Credit Score,SSN,Age,Occupation,Annual Income,Delayed Payments,Debt,Musician,Journalist,Doctor,MediaManager,Mechanic,Lawyer,Entrepreneur,Teacher,Scientist, Engineer, Accountant,Manager,Writer,Developer,Architect,Home Equity Loan,Auto Loan,Mortgage Loan,Not Specified,Personal Loan,Payday Loan,Student Loan,Credit-Builder Loan,Debt Consolidation Loan
Standard,805-51-1173,34,Mechanic,20522.13,18,233.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Standard,754-06-1041,35,Developer,54352.23,19,4041.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
Poor,008-61-0141,36,Developer,14914.01,21,1357.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
Standard,555-83-9340,38,Scientist,41176.49,6,46.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,254-30-0873,43,Musician,46066.06,11,373.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Poor,838-55-2390,44,Musician,7226.435,15,1533.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Good,039-37-1758,47,MediaManager,16520.865,5,841.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Good,592-74-1031,50,Scientist,91516.44,5,226.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Standard,803-10-0905,54,Journalist,30412.85,8,1220.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,851-20-4325,32,Journalist,19801.67,20,1515.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
Standard,808-53-9641,34,Doctor,115104.72,9,950.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,879-19-2481,25,Lawyer,49125.57,nan,2575.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
Standard,308-22-2918,22,Doctor,15298.94,18,350.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Poor,071-52-3069,41,Mechanic,7243.44,17,2621.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Poor,337-89-7502,15,Architect,67281.84,20,2503.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Good,249-57-7977,-500,Journalist,82146.63,9,804.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Standard,553-36-8610,43,Engineer,34956.22,nan,3803.71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Standard,255-78-5791,19,Manager,16348.87,16,1440.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
Standard,424-53-6443,22,Writer,20521.75,9,306.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Poor,232-16-0697,32,Architect,34357.96,9,1751.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
Standard,866-11-3352,52,Musician,42274.96,7,703.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,339-52-4612,32,Mechanic,15026.04,15,4062.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
Poor,277-64-6981,32,Entrepreneur,152078,11,316.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,019-69-0387,34,Architect,155148.36,6,1122.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Good,621-07-0498,46,Journalist,39459.88,nan,1253.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Good,201-52-2520,23,Architect,21897.505,4,630.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Standard,563-94-4382,33,Musician,21202.09,15,192.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standard,026-97-5057,29,Journalist,42316.4,10,1188.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Standard,348-20-7816,-500,Engineer,20502.64,14,4182.21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
Standard,100-88-4168,49,Scientist,101855.88,1,1371.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,230-18-1696,52,Writer,43592.45,2,793.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Standard,316-92-2785,53,Manager,55662.64,2250,1078.02,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Good,613-68-3100,25,Architect,113383.14,3,82.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Standard,084-97-6761,44,Writer,51552.6,13,1710.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
Poor,253-64-1331,19,Accountant,16813.54,19,3520.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0
Standard,839-41-9606,36,Accountant,14132.32,17,4632.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
Good,293-19-6593,49,Developer,85710.48,20,434.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Standard,827-69-2109,24,Engineer,28823.03,10,51.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Standard,807-28-6080,51,Journalist,41942.1,12,1303.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,997-89-3734,52,Writer,14331.65,19,1422.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Standard,692-38-9743,48,Doctor,140606.8,12,489.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Good,263-53-9416,50,Doctor,89221.26,1,143.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Standard,001-64-0430,18,Writer,8934.615,17,3991.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
Good,293-45-3004,48,Mechanic,136150.6,nan,260.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Standard,684-77-9715,21,Mechanic,49949.84,11,1465.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Standard,566-97-9992,53,Accountant,105488.68,19,921.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,959-94-5192,37,Engineer,16833.355,14,65.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Standard,005-97-6679,26,Engineer,22709.94,12,994.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Poor,043-26-2764,14,Manager,8871.555,23,1584.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0
Standard,572-99-2496,51,Mechanic,22171.25,20,1195.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Standard,604-70-4065,55,Engineer,143239.84,2,1118.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Poor,433-68-8862,34,Developer,17517.69,20,2520.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0
Poor,142-24-2784,27,MediaManager,20487.1,19,2654.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Standard,941-39-0627,26,Musician,27032.89,22,1181.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Poor,510-88-0974,31,Manager,30559.3,2,219.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Poor,806-71-8040,24,Mechanic,14906.56,18,2626.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Poor,825-62-0682,35,Developer,104988.04,19,87.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Poor,875-74-4976,26,Developer,9283.17,21,1603.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0
Standard,549-81-5604,35,MediaManager,36857.22,12,1911.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Standard,870-05-0089,45,Lawyer,36742.54,14,1149.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Good,879-80-0822,41,MediaManager,20997.075,6,707.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,163-45-1172,28,Mechanic,17013.29,4,1452.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,587-81-5669,20,Architect,91717.32,19,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Standard,864-43-4445,20,Architect,91717.32,19,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Standard,130-17-0626,21,Doctor,22433.46,7,1078.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Good,790-07-2648,34,Journalist,17773.775,2,730.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Poor,159-06-4178,38,Journalist,113085.87,2,240.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Standard,049-89-7426,28,Musician,23550.47,15,937.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Standard,991-52-6653,36,Architect,109782.32,10,426.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Standard,282-14-9365,45,Accountant,88380.16,19,124.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Good,285-03-4644,19,Writer,50814.28,10,612.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,112-22-9951,40,Architect,36311.46,9,1788.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
Standard,752-12-4966,40,Architect,36311.46,10,1788.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
Poor,055-42-9873,-500,Entrepreneur,46696.02,19,1595.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Good,480-15-7639,54,Accountant,61169.82,15,1144.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,926-30-3234,24,Musician,9955.465,8,2520.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Standard,835-38-9326,39,Writer,34763.33,17,856.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Standard,836-72-8180,38,Lawyer,7414.145,24,2580.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
Standard,362-65-9938,39,Doctor,120174.4,14,828.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,483-86-0207,39,Doctor,26282.47,18,1007.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Poor,977-36-4651,24,Writer,20488.9,25,3680.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0
Poor,442-12-0514,-500,Accountant,15714.98,18,1874.48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
Good,139-55-0544,38,Lawyer,28941.24,6,562.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Poor,914-66-3208,44,Accountant,82489.92,15,1816.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,231-04-4667,16,Architect,63149.2,18,3656.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
Good,470-57-4222,32,Accountant,123523.6,13,493.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Good,863-40-1509,32,Accountant,123523.6,nan,493.08,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Poor,445-83-4362,-500,Engineer,76909.76,19,4779.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Poor,841-18-0250,24,Engineer,1527985,23,1961.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Good,451-13-9180,35,Writer,70913.4,12,908.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
Good,042-68-5885,34,Accountant,36802.82,15,190.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,896-84-7984,25,Writer,33467.15,19,1294.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Poor,290-99-0089,-500,Teacher,64666.48,22,3556.71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
Standard,042-49-7943,22,Doctor,23195.18,11,458.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Standard,938-41-8427,45,Lawyer,22182.95,14,1170.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Standard,782-79-3837,37,Musician,17818.53,9,1452.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poor,775-60-4225,25,Musician,58208.24,14,2551.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Poor,816-34-4526,21,Mechanic,15150.72,19,1672.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
Standard,419-53-1975,34,Lawyer,40743.16,22,2791.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Standard,617-11-1965,31,Lawyer,33643.54,18,1300.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Good,139-01-8203,23,Lawyer,115247.16,5,687.87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,028-38-5655,25,Accountant,36722.38,12,366.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,363-98-4300,35,Writer,20120.38,19,2734.91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
Standard,745-71-9769,-500,Writer,20456.57,20,4440.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
Poor,506-45-5493,15,Entrepreneur,10179.645,21,1762.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Standard,336-19-9190,19,Developer,10281.435,11,1437.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
Good,084-02-0981,-500,Teacher,94454.1,6,1342.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poor,807-68-7569,44,Musician,15599.88,25,4384.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Good,740-21-4850,20,Musician,171572.16,8,167.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Standard,675-80-2033,14,Teacher,8978.11,14,4913.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Standard,874-82-1264,15,Developer,7829.225,15,4579.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
Good,346-55-0187,20,Entrepreneur,33012.39,14,917.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,108-73-7805,29,Developer,28204.79,11,459.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Standard,895-93-2668,35,Architect,26670.7,13,502.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Good,797-89-1729,32,Journalist,69591.18,nan,1050.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Standard,481-04-0516,30,Writer,2146819,16,1335.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Standard,317-79-2635,35,Entrepreneur,23957.75,8,890.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Standard,329-87-7684,43,Entrepreneur,24127.22,13,1158.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,065-31-8896,22,Musician,59978.52,10,479.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,049-07-7538,26,MediaManager,32428.98,25,4903.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Standard,419-12-1965,48,Lawyer,14303.125,11,819.71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Poor,740-92-4058,17,Engineer,20341.77,17,1982.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,467-98-5147,29,Entrepreneur,19721.21,23,3200.09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Good,531-12-1324,22,Entrepreneur,35310.83,11,878.11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Good,398-87-9454,53,Journalist,18500.54,7,1153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Standard,200-57-9926,38,Engineer,81199.04,nan,2436.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
Poor,561-98-8315,34,Musician,19433.48,17,3596.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Standard,015-72-5418,20,Entrepreneur,29043.01,18,1434.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
Poor,677-09-7618,25,Entrepreneur,58089.39,23,2504.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
Good,137-57-7256,35,Developer,59125.84,11,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Standard,246-22-8674,45,Teacher,93305.76,20,1275.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,081-44-2748,41,Architect,84373.32,3,1390.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Standard,527-59-1992,41,Musician,15497.02,14,1180.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Standard,707-39-5108,46,MediaManager,14707.375,nan,516.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,815-90-8113,47,Mechanic,65299.38,3,1177.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Good,596-86-5684,28,Manager,32303.73,3754,1232.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
Good,621-86-5012,-500,Manager,138206.04,5,1337.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Standard,720-53-1819,36,Engineer,137672.12,nan,43.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Standard,242-85-1671,-500,Accountant,95210.2,17,864.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Standard,398-41-4421,-500,Mechanic,70709.04,15,805.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Standard,275-61-6396,18,Scientist,127594.92,8,1321.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Standard,700-18-0385,33,Manager,26498.2,17,16.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Poor,562-36-1556,37,Entrepreneur,59665.2,22,2288.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Good,495-40-7800,29,Entrepreneur,106839.09,8,1138.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,928-48-2913,40,Engineer,43903.54,11,370.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Poor,954-05-2870,18,Lawyer,20590.48,21,2097.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
Standard,459-21-0411,35,Mechanic,19755.43,19,3671.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0
Standard,987-08-4120,34,Lawyer,76170.12,14,567.53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
Standard,064-61-5717,35,Writer,27635.39,17,1022.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
Good,513-95-7632,52,Teacher,16792.325,1,161.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Standard,057-69-4857,51,Entrepreneur,102737.64,10,484.79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Standard,484-23-8650,-500,Manager,23973.16,14,874.39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Standard,340-62-7778,29,Journalist,45827.74,5,978.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,433-49-2426,54,Journalist,83378.2,5,401.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,148-15-4934,30,Mechanic,126849.18,6,518.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,959-35-8150,41,Engineer,34899.22,11,2103.76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Standard,257-02-5840,-500,Entrepreneur,35812.37,18,310.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Standard,792-12-2499,-500,Musician,119242.68,10,746.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,898-20-2778,31,Musician,46297.44,18,4745.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
Good,910-16-3301,-500,Mechanic,38041.56,2,682.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Standard,372-94-7422,41,Accountant,14471.61,28,3332.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0
Poor,800-06-7430,14,Entrepreneur,58178.92,13,1712.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Standard,909-33-5727,23,Teacher,25173.4,11,1154.86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,421-37-9507,39,Developer,17692.555,19,813.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Standard,862-28-4220,14,Writer,36597.55,14,983.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Standard,762-29-4014,26,Engineer,122543.56,19,1302.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Standard,611-79-9351,-500,Doctor,44454.07,11,576.84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Good,902-09-8828,53,MediaManager,65869.24,6,506.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Good,145-16-1646,48,MediaManager,129982.41,3,395.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Standard,818-10-5790,42,Musician,27265.17,10,474.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Standard,202-26-2578,20,Accountant,45285.96,13,1077.91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Standard,061-41-0572,55,Engineer,112095.72,18,251.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,316-42-2610,33,Musician,134341.05,13,408.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Standard,282-18-9852,20,Musician,8637.095,8,2039.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Standard,380-39-9684,23,Mechanic,38038.59,1,298.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standard,914-80-2762,30,Doctor,33131.6,13,724.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Poor,580-22-5888,38,Journalist,99995.22,9,526.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poor,891-13-2675,-500,Lawyer,18670.22,20,4748.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
